id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0832,24,Masculino,5,Battle Royale,Warzone,Consola,5.1,Mala,Nunca,Por debajo del promedio,,7,Inquieto,Frecuentemente,NO,NO,NO,SI,NO,0,8.4,4,11.4,120.77,2,Bajo
GD0835,19,Masculino,5.1,MOBA,Mobile Legends,Consola,6.5,Regular,Frecuentemente,Por debajo del promedio,2.29,3,Normal,Nunca,NO,NO,NO,SI,NO,1.4,7.1,3,9.3,111.43,7,Bajo
GD0837,19,Masculino,6.9,Juegos móviles,Clash of Clans,PC,3.5,Muy Mala,Aveces,Deficiente,2.07,2,Inquieto,A veces,SI,SI,NO,SI,NO,4.3,5.2,3,7.6,127.17,7,Alto
GD0838,24,Masculino,4.5,Juegos móviles,Genshin Impact,Multi-plataforma,6.6,Regular,Aveces,Promedio,,5,Normal,Frecuentemente,NO,NO,NO,SI,NO,2.2,8.5,2,6.3,145.25,3,Bajo
GD0842,16,Masculino,9,FPS,Call of Duty,Multi-plataforma,5.8,Mala,Rara vez,Deficiente,2.8,,Irritable,Rara vez,SI,SI,SI,NO,SI,0.3,7,6,3.8,315.72,5,Severo
GD0843,23,Masculino,8.3,Strategy,StarCraft II,PC,3.8,Muy Mala,Siempre,Reprobando,,4,Inquieto,A veces,NO,NO,NO,SI,NO,7.6,7.6,5,3.1,14.06,10,Bajo
GD0844,20,Masculino,0.7,FPS,CS:GO,Móvil,7,Buena,Siempre,Bueno,2.36,5,Eufórico,Rara vez,NO,NO,NO,NO,NO,0.4,8.3,1,14.2,16.79,2,Bajo
GD0845,19,Masculino,10.9,Strategy,StarCraft II,Consola,5.7,Muy Mala,Siempre,Bueno,2.39,5,Ansioso,Nunca,SI,NO,SI,SI,SI,3.7,4.6,7,0,486.86,8,Severo
GD0848,21,Masculino,7,MMO,World of Warcraft,Consola,5.9,Insomnio,Rara vez,Reprobando,3.46,6,Inquieto,Frecuentemente,SI,SI,NO,SI,SI,1.4,5.6,5,6.1,100.91,11,Alto
GD0849,23,Masculino,7.3,MOBA,League of Legends,Multi-plataforma,5.6,Muy Mala,Frecuentemente,Deficiente,,4,Inquieto,A veces,NO,NO,NO,NO,SI,0.4,8.5,3,5.2,29.85,9,Bajo
GD0851,23,Masculino,7.1,MOBA,League of Legends,Multi-plataforma,3.7,Buena,Nunca,Promedio,,5,Eufórico,Nunca,SI,SI,NO,SI,NO,0.6,6.4,4,4.5,89.72,5,Alto
GD0855,18,Masculino,2.3,Strategy,StarCraft II,Multi-plataforma,7.9,Buena,Rara vez,Excelente,3.38,,Eufórico,Diariamente,NO,NO,NO,NO,NO,0.6,10.8,1,13.8,40.47,2,Bajo
GD0857,18,Masculino,8.2,MMO,World of Warcraft,Consola,5.2,Muy Mala,Nunca,Por debajo del promedio,3.83,,Irritable,Rara vez,NO,SI,SI,SI,NO,0.7,6.1,8,2.6,75.11,3,Alto
GD0858,20,Masculino,4.5,MMO,Final Fantasy XIV,Consola,6.6,Regular,Frecuentemente,Bueno,2.23,6,Inquieto,Frecuentemente,NO,NO,NO,SI,NO,0.1,6.2,4,10.6,25.62,1,Bajo
GD0859,30,Masculino,6.3,Battle Royale,Fortnite,Consola,6.5,Buena,Rara vez,Excelente,,1,Enojado,A veces,NO,SI,NO,SI,NO,0.3,5.1,3,8.8,90.63,16,Moderado
GD0861,20,Masculino,8.1,Juegos móviles,Clash of Clans,Consola,3.3,Regular,Siempre,Reprobando,3.11,3,Eufórico,A veces,SI,SI,SI,NO,NO,0.3,6.2,6,8,84.8,8,Severo
GD0863,19,Masculino,0.6,MOBA,Mobile Legends,Consola,7.8,Regular,Siempre,Promedio,3.18,1,Inquieto,A veces,NO,NO,NO,NO,NO,0,8.9,2,13.2,20.33,3,Bajo
GD0864,19,Masculino,6.6,MOBA,League of Legends,PC,6,Muy Mala,Aveces,Por debajo del promedio,2.36,3,Normal,Rara vez,SI,NO,NO,SI,NO,1.8,6.7,5,6.9,60.38,4,Moderado
GD0865,18,Masculino,8,Juegos móviles,PUBG Mobile,Móvil,4.5,Regular,Frecuentemente,Por debajo del promedio,3,,Irritable,A veces,SI,SI,NO,SI,SI,3.1,5.3,5,3.5,14.54,8,Alto
GD0866,19,Masculino,14.7,Juegos móviles,Genshin Impact,Multi-plataforma,3.5,Mala,Nunca,Por debajo del promedio,2.28,5,Retraído,Frecuentemente,NO,SI,NO,SI,SI,2.1,1.3,10,0,178.29,1,Alto
GD0869,14,Masculino,3.8,FPS,CS:GO,Consola,6.3,Mala,Aveces,Por debajo del promedio,1.12,,Enojado,Nunca,NO,NO,NO,NO,NO,0.6,9.3,2,8.9,26,4,Bajo
GD0870,17,Masculino,5.8,Juegos móviles,Genshin Impact,Multi-plataforma,6.4,Buena,Siempre,Promedio,1.49,,Eufórico,Frecuentemente,NO,NO,NO,SI,SI,3.1,6.8,4,5.8,10.29,6,Bajo
GD0871,13,Masculino,2.9,MOBA,Mobile Legends,Multi-plataforma,8.5,Regular,Aveces,Bueno,2.27,,Eufórico,Diariamente,NO,NO,NO,NO,NO,0.7,9.1,2,9.8,36,3,Bajo
GD0872,14,Masculino,4.9,Battle Royale,Warzone,Móvil,6.1,Mala,Frecuentemente,Excelente,1.78,,Normal,A veces,NO,NO,NO,SI,NO,0.4,7.1,3,7.9,128.35,4,Bajo
GD0873,17,Masculino,6.7,Battle Royale,PUBG,PC,3.4,Buena,Rara vez,Por debajo del promedio,2.99,,Retraído,Nunca,SI,NO,NO,SI,NO,2.7,7.5,4,6.2,10.6,3,Moderado
GD0875,15,Masculino,5.7,MMO,World of Warcraft,PC,6,Mala,Frecuentemente,Por debajo del promedio,2.59,,Retraído,Nunca,NO,NO,NO,NO,SI,1.6,6.5,4,7.1,30.98,2,Bajo
GD0876,20,Masculino,7.1,FPS,Overwatch,Móvil,4.2,Regular,Siempre,Reprobando,2.85,7,Deprimido,Diariamente,SI,SI,NO,NO,SI,1.1,6.6,4,6.6,78.44,2,Alto
GD0881,17,Masculino,5.8,MMO,World of Warcraft,Móvil,5.8,Regular,Rara vez,Promedio,2.9,,Inquieto,Diariamente,NO,SI,NO,SI,SI,0.7,7.5,5,8,40.86,7,Moderado
GD0882,19,Masculino,4.9,MMO,World of Warcraft,PC,6.6,Regular,Frecuentemente,Promedio,1.5,1,Eufórico,A veces,NO,NO,NO,SI,NO,1.1,7.2,5,8.8,104.88,3,Bajo
GD0885,21,Masculino,2.6,MMO,Elder Scrolls Online,Multi-plataforma,7.2,Regular,Frecuentemente,Bueno,2.22,4,Normal,Rara vez,NO,NO,NO,NO,NO,1.4,7.8,1,13.6,35.73,8,Bajo
GD0886,17,Masculino,1,Strategy,Civilization VI,PC,8.2,Buena,Aveces,Deficiente,3.18,,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.4,11.3,1,15.7,42.85,6,Bajo
GD0888,19,Masculino,6.4,MMO,World of Warcraft,Consola,5.6,Regular,Nunca,Promedio,1.88,10,Deprimido,Frecuentemente,NO,SI,NO,SI,SI,1.3,6,4,8,126.52,7,Moderado
GD0892,28,Masculino,5.4,Strategy,Age of Empires,Móvil,6.4,Mala,Rara vez,Bueno,,2,Irritable,Nunca,NO,NO,NO,NO,NO,1.2,8.3,6,11.2,49.34,18,Bajo
GD0893,17,Masculino,7.2,Strategy,Civilization VI,PC,4.6,Muy Mala,Rara vez,Deficiente,1.4,,Ansioso,Frecuentemente,SI,NO,NO,NO,NO,3.1,6.2,3,4.4,59.25,4,Moderado
GD0894,21,Masculino,1.7,MMO,World of Warcraft,Móvil,8.3,Mala,Rara vez,Por debajo del promedio,1.44,9,Normal,Rara vez,NO,NO,NO,NO,NO,0.1,8.8,1,13.7,0.8,9,Bajo
GD0895,20,Masculino,9.5,FPS,Call of Duty,PC,5.4,Mala,Siempre,Deficiente,2.79,2,Ansioso,Diariamente,NO,SI,SI,SI,NO,2.3,7.5,6,2.5,72.16,7,Severo
GD0896,30,Masculino,14.7,FPS,Call of Duty,Consola,4.2,Mala,Aveces,Reprobando,,5,Enojado,Diariamente,NO,SI,SI,NO,SI,5,2.4,10,0,380.97,19,Severo
GD0898,24,Masculino,1.9,Strategy,Civilization VI,Móvil,7.2,Buena,Frecuentemente,Bueno,,6,Normal,Rara vez,NO,NO,NO,NO,NO,0.1,10.9,2,13.5,5.62,12,Bajo
GD0899,22,Masculino,4.3,Juegos móviles,Candy Crush,Multi-plataforma,5.2,Buena,Aveces,Excelente,2.47,9,Normal,Diariamente,NO,NO,NO,NO,NO,1.2,7.9,1,12.5,33.26,5,Bajo
GD0900,15,Masculino,6.6,RPG,Elden Ring,Consola,4.1,Mala,Nunca,Reprobando,1.3,,Ansioso,A veces,NO,SI,NO,SI,NO,3.7,5.9,4,7.6,92.99,5,Moderado
GD0901,21,Masculino,6.3,MMO,Final Fantasy XIV,PC,5.1,Mala,Siempre,Bueno,2.01,6,Irritable,A veces,NO,SI,NO,SI,SI,1.6,7,3,5.3,14.97,5,Moderado
GD0902,17,Masculino,2.8,Juegos móviles,Genshin Impact,PC,7.2,Buena,Rara vez,Bueno,3.36,,Eufórico,A veces,NO,NO,NO,NO,NO,0.6,10.2,2,10.5,49.53,5,Bajo
GD0903,15,Masculino,8.1,MOBA,Dota 2,Multi-plataforma,4.9,Muy Mala,Frecuentemente,Promedio,2.72,,Enojado,Diariamente,NO,SI,SI,SI,NO,1.2,6.4,4,6.6,60.41,3,Alto
GD0904,27,Masculino,6.6,Juegos móviles,Candy Crush,Consola,5.1,Mala,Aveces,Deficiente,,6,Ansioso,Rara vez,SI,NO,NO,SI,NO,2.5,6.1,5,3.8,59.86,2,Moderado
GD0906,19,Masculino,1.9,FPS,Call of Duty,Multi-plataforma,7.6,Buena,Aveces,Excelente,1.69,9,Normal,Rara vez,NO,NO,NO,NO,NO,0.5,10.5,2,10.2,16.99,4,Bajo
GD0908,20,Masculino,5.4,MMO,Elder Scrolls Online,PC,6.9,Muy Mala,Aveces,Excelente,2.08,8,Eufórico,A veces,NO,NO,NO,SI,NO,0.1,8.6,3,8.9,69.06,7,Bajo
GD0909,18,Masculino,12,Juegos móviles,PUBG Mobile,Multi-plataforma,5.8,Muy Mala,Rara vez,Deficiente,3.02,,Inquieto,Diariamente,NO,SI,SI,SI,NO,2.2,2.4,7,2.2,405.19,3,Severo
GD0910,19,Masculino,8.8,MMO,Final Fantasy XIV,PC,3.5,Insomnio,Aveces,Por debajo del promedio,3.73,10,Irritable,A veces,SI,NO,SI,SI,NO,2.1,6.5,6,1.6,456.77,9,Severo
GD0912,21,Masculino,11.6,RPG,Cyberpunk 2077,Multi-plataforma,3.7,Mala,Nunca,Reprobando,2.96,8,Enojado,A veces,NO,SI,NO,SI,NO,3.2,4.1,8,3.1,131.29,9,Alto
GD0913,28,Masculino,5.2,FPS,Call of Duty,PC,5.3,Buena,Frecuentemente,Bueno,,2,Irritable,Diariamente,NO,NO,NO,SI,NO,2.7,8.2,3,9.8,12.79,18,Bajo
GD0914,19,Masculino,4.1,FPS,CS:GO,Móvil,5.2,Regular,Aveces,Bueno,3.98,9,Ansioso,Nunca,NO,NO,NO,NO,NO,2.8,6.1,3,7.7,1.99,3,Bajo
GD0915,30,Masculino,9.3,MOBA,Mobile Legends,PC,4.4,Muy Mala,Aveces,Deficiente,,6,Ansioso,A veces,SI,SI,SI,SI,NO,4.4,4,4,6.9,458.97,18,Severo
GD0916,19,Masculino,2.5,Battle Royale,Warzone,PC,7.4,Regular,Nunca,Promedio,1.5,9,Emocionado,Diariamente,NO,NO,NO,NO,NO,0.3,9.7,3,14.4,45.05,5,Bajo
GD0917,22,Masculino,3.6,Battle Royale,Warzone,Multi-plataforma,5.6,Mala,Nunca,Por debajo del promedio,1.76,10,Irritable,Nunca,NO,NO,NO,NO,NO,0.3,8.3,1,11.6,1.38,1,Bajo
GD0919,20,Masculino,4.7,MOBA,Mobile Legends,PC,5.9,Regular,Aveces,Promedio,3.63,8,Ansioso,Rara vez,NO,NO,NO,SI,NO,0.4,8.2,4,9.6,79.06,9,Bajo
GD0922,27,Masculino,12.4,Juegos móviles,Clash of Clans,PC,5.1,Mala,Rara vez,Bueno,,7,Deprimido,Rara vez,SI,SI,SI,NO,NO,1.4,2.9,8,0,331.29,2,Severo
GD0923,17,Masculino,4.1,Juegos móviles,Genshin Impact,Móvil,6.4,Buena,Aveces,Promedio,1.12,,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.7,6.8,2,11.2,12.42,1,Bajo
GD0924,18,Masculino,8.1,RPG,Elden Ring,Móvil,4.5,Mala,Siempre,Por debajo del promedio,3.42,,Ansioso,Frecuentemente,SI,SI,NO,SI,NO,2.6,5,6,8.2,82.51,7,Alto
GD0925,20,Masculino,11.2,Strategy,StarCraft II,Móvil,5,Mala,Siempre,Por debajo del promedio,1.12,2,Ansioso,Frecuentemente,SI,SI,NO,SI,SI,5.5,5.7,6,2.3,339.42,9,Severo
GD0926,26,Masculino,11.3,MOBA,Dota 2,Multi-plataforma,3.2,Muy Mala,Aveces,Deficiente,,7,Inquieto,A veces,SI,NO,SI,SI,SI,2.1,6.2,7,1.2,334.36,3,Severo
GD0927,20,Masculino,4.7,Strategy,StarCraft II,Móvil,5.7,Buena,Nunca,Excelente,2.63,8,Normal,Frecuentemente,NO,NO,NO,SI,NO,1.8,7.3,1,7.7,74.39,9,Bajo
GD0928,17,Masculino,5.6,Strategy,StarCraft II,Consola,6.2,Muy Mala,Rara vez,Promedio,3.11,,Irritable,A veces,NO,SI,NO,SI,NO,2.4,8.6,3,5.6,36.12,3,Moderado
GD0929,20,Masculino,5.6,MOBA,League of Legends,PC,5.4,Buena,Aveces,Por debajo del promedio,3.24,3,Deprimido,Rara vez,NO,NO,NO,SI,SI,0.7,8.4,3,5,68.45,1,Bajo
GD0930,28,Masculino,7.7,FPS,Overwatch,PC,3.1,Buena,Nunca,Deficiente,,3,Irritable,Nunca,SI,NO,NO,SI,SI,1.8,7.2,5,7.8,129.71,5,Moderado
GD0931,15,Masculino,5,RPG,Elden Ring,Multi-plataforma,5.6,Regular,Siempre,Promedio,3.43,,Ansioso,Diariamente,NO,NO,NO,SI,NO,1.5,7.7,4,11.1,36.8,2,Bajo
GD0933,15,Masculino,11.4,RPG,Elden Ring,Móvil,3.9,Muy Mala,Nunca,Promedio,2.48,,Irritable,Diariamente,SI,SI,NO,NO,NO,8.7,5.9,9,2.9,367.71,2,Severo
GD0936,20,Masculino,9.8,Strategy,Civilization VI,Consola,6,Regular,Siempre,Deficiente,2.02,6,Ansioso,Rara vez,SI,NO,SI,SI,SI,1.7,5.2,6,2,444.67,6,Severo
GD0937,27,Masculino,4.9,FPS,Valorant,Consola,6.1,Buena,Aveces,Promedio,,8,Deprimido,Nunca,NO,NO,NO,NO,NO,2.2,6.7,2,6.4,36.17,14,Bajo
GD0939,22,Masculino,8.6,Battle Royale,Apex Legends,Móvil,3.8,Muy Mala,Frecuentemente,Por debajo del promedio,1.31,6,Irritable,Diariamente,SI,NO,NO,SI,NO,0.1,4.2,6,4.3,455.29,1,Alto
GD0940,25,Masculino,11.8,RPG,Skyrim,PC,3.5,Mala,Nunca,Reprobando,,4,Ansioso,Rara vez,SI,SI,SI,SI,SI,7.6,2,8,0,227.37,14,Severo
GD0942,18,Masculino,3.8,MOBA,League of Legends,PC,6.8,Buena,Aveces,Promedio,3.48,,Normal,A veces,NO,NO,NO,NO,NO,0.9,8.8,1,12.8,46.64,3,Bajo
GD0943,16,Masculino,8.7,MMO,Elder Scrolls Online,PC,4.3,Regular,Siempre,Por debajo del promedio,1.65,,Inquieto,A veces,SI,NO,NO,SI,NO,2.1,4.6,7,5.1,466.73,5,Alto
GD0944,19,Masculino,11.3,Battle Royale,Fortnite,PC,4.5,Muy Mala,Aveces,Promedio,2.06,7,Ansioso,A veces,SI,NO,SI,SI,NO,6.8,3.4,6,1.1,446.72,3,Severo
GD0946,23,Masculino,2.5,FPS,Valorant,Consola,8.2,Buena,Aveces,Bueno,,8,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.7,10.2,1,11.1,16.97,4,Bajo
GD0947,33,Masculino,8.9,MOBA,Dota 2,Multi-plataforma,5.5,Mala,Siempre,Por debajo del promedio,,6,Irritable,Nunca,SI,NO,NO,SI,SI,5.3,7.5,4,3.6,129.13,1,Alto
GD0948,29,Masculino,3.3,Strategy,Civilization VI,Móvil,8.5,Buena,Siempre,Excelente,,1,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0.2,7.3,3,13.4,24,17,Bajo
GD0949,19,Masculino,7.7,Juegos móviles,PUBG Mobile,Multi-plataforma,3.9,Mala,Aveces,Por debajo del promedio,2.53,1,Irritable,Rara vez,SI,SI,NO,NO,NO,2.7,7.9,6,6.4,67.61,6,Alto
GD0950,19,Masculino,1.1,Juegos móviles,Candy Crush,Móvil,7.7,Buena,Frecuentemente,Excelente,1.78,4,Ansioso,Frecuentemente,NO,NO,NO,NO,NO,0.2,7.6,1,12.4,5.41,2,Bajo
GD0952,21,Masculino,8.3,FPS,Overwatch,Multi-plataforma,3.7,Mala,Nunca,Reprobando,1.12,1,Irritable,Frecuentemente,NO,NO,SI,SI,NO,0.7,6.8,7,2.7,17.93,5,Moderado
GD0953,20,Masculino,2.8,FPS,Call of Duty,Consola,8.2,Regular,Rara vez,Bueno,1.64,1,Normal,Nunca,NO,NO,NO,NO,NO,2.3,6.9,1,11.5,18.69,9,Bajo
GD0955,26,Masculino,5.7,RPG,Elden Ring,Multi-plataforma,5.4,Mala,Nunca,Bueno,,8,Irritable,Diariamente,NO,SI,NO,NO,SI,1.4,7.6,3,10.4,96.14,5,Moderado
GD0957,21,Masculino,5.9,MMO,Final Fantasy XIV,Móvil,6.2,Insomnio,Aveces,Por debajo del promedio,2.35,5,Enojado,Rara vez,NO,SI,NO,SI,SI,0.5,7.9,3,5.8,142.99,3,Moderado
GD0958,20,Masculino,7.7,RPG,Elden Ring,Móvil,5.2,Muy Mala,Nunca,Por debajo del promedio,3.71,2,Irritable,Nunca,SI,NO,SI,SI,NO,0.4,6.2,6,7.7,37.02,5,Alto
GD0959,25,Masculino,4.9,Battle Royale,Fortnite,PC,6.6,Regular,Frecuentemente,Promedio,,2,Ansioso,A veces,NO,NO,NO,SI,NO,1.2,6.1,3,10.7,21.48,9,Bajo
GD0960,16,Masculino,7.6,FPS,CS:GO,Multi-plataforma,4,Mala,Aveces,Deficiente,1.6,,Ansioso,Diariamente,NO,SI,SI,SI,NO,2.5,6.6,4,5,138.82,1,Alto
GD0964,24,Masculino,3.6,MOBA,Dota 2,Móvil,5.6,Regular,Frecuentemente,Promedio,,9,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,0.7,8.2,4,9.8,46.98,6,Bajo
GD0965,19,Masculino,9.3,Battle Royale,Warzone,Móvil,5.1,Mala,Rara vez,Deficiente,1.78,4,Inquieto,Nunca,NO,SI,SI,NO,SI,0.1,3.9,4,5.4,50.18,8,Severo
GD0967,19,Masculino,7,Strategy,StarCraft II,Móvil,4,Muy Mala,Frecuentemente,Deficiente,3.3,3,Deprimido,Diariamente,SI,SI,NO,NO,NO,0.2,7.3,5,7.4,54.91,1,Alto
GD0970,17,Masculino,4.1,Juegos móviles,Genshin Impact,PC,5.5,Mala,Rara vez,Bueno,1.13,,Normal,Nunca,NO,NO,NO,NO,NO,0.7,6.4,2,12.4,32.97,5,Bajo
GD0973,16,Masculino,7.4,Battle Royale,Apex Legends,Multi-plataforma,5.3,Mala,Frecuentemente,Reprobando,2.66,,Eufórico,Frecuentemente,SI,SI,NO,SI,SI,1.9,4.8,5,7.3,54.82,6,Alto
GD0974,23,Masculino,11,FPS,CS:GO,Consola,4.9,Regular,Siempre,Reprobando,,5,Normal,Diariamente,NO,SI,SI,NO,SI,3.2,5.7,6,0,388.42,9,Severo
GD0975,20,Masculino,7.8,FPS,Call of Duty,Multi-plataforma,4.8,Muy Mala,Nunca,Por debajo del promedio,2.91,7,Deprimido,Frecuentemente,SI,NO,NO,SI,NO,1.5,5.2,3,7,146.41,5,Moderado
GD0979,19,Masculino,8.4,FPS,CS:GO,PC,5.9,Buena,Frecuentemente,Deficiente,2.33,9,Retraído,Nunca,SI,NO,SI,SI,NO,1.7,5.3,6,3.8,44.54,9,Alto
GD0981,25,Masculino,9.4,FPS,CS:GO,Multi-plataforma,4.5,Mala,Rara vez,Promedio,,9,Deprimido,Diariamente,SI,SI,NO,SI,SI,2.7,6.8,5,2.4,361.61,15,Severo
GD0983,18,Masculino,7.1,Strategy,Age of Empires,Multi-plataforma,4.1,Insomnio,Aveces,Reprobando,2.07,,Retraído,Nunca,NO,NO,NO,SI,NO,1,8.1,5,4.2,105.16,4,Bajo
GD0984,23,Masculino,5.9,MOBA,Dota 2,PC,5,Buena,Frecuentemente,Bueno,,2,Inquieto,Nunca,NO,NO,NO,NO,SI,1.1,8.3,5,6.3,124.93,1,Bajo
GD0985,30,Masculino,4.4,Battle Royale,Apex Legends,Consola,6.5,Regular,Frecuentemente,Reprobando,,8,Emocionado,Nunca,NO,NO,NO,NO,NO,0.9,8.5,4,13,20.1,8,Bajo
GD0986,17,Masculino,7.3,Battle Royale,Warzone,Móvil,4,Regular,Siempre,Deficiente,2.9,,Ansioso,Diariamente,NO,SI,NO,NO,NO,1.6,6.8,3,4.5,67.44,7,Moderado
GD0988,19,Masculino,4.7,MOBA,Dota 2,Consola,6.7,Regular,Frecuentemente,Excelente,2.02,10,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,2.9,6.5,2,9,59.91,9,Bajo
GD0989,20,Masculino,4.4,MMO,Final Fantasy XIV,PC,5.4,Muy Mala,Aveces,Bueno,2.26,5,Eufórico,A veces,NO,NO,NO,NO,NO,1,9.7,3,12.1,8.08,7,Bajo
GD0990,16,Masculino,1.5,MOBA,League of Legends,Móvil,9,Buena,Frecuentemente,Bueno,2.91,,Emocionado,Diariamente,NO,NO,NO,NO,NO,0.1,9,1,12.2,45.29,2,Bajo
GD0993,18,Masculino,6.1,MMO,Elder Scrolls Online,PC,5.5,Regular,Rara vez,Por debajo del promedio,1.11,,Irritable,Frecuentemente,NO,NO,NO,SI,NO,1.8,8.3,3,8.2,143.48,8,Bajo
GD0997,18,Masculino,5.4,MMO,Elder Scrolls Online,Multi-plataforma,6.5,Regular,Nunca,Excelente,3.42,,Enojado,Frecuentemente,NO,NO,NO,SI,NO,2.1,7.7,1,10.9,83.71,7,Bajo
GD0998,23,Masculino,7.3,RPG,Skyrim,PC,3.9,Insomnio,Rara vez,Deficiente,,3,Retraído,Diariamente,SI,SI,NO,NO,SI,0.5,8.1,5,6.7,88.6,5,Alto
GD0999,18,Masculino,3.1,Strategy,StarCraft II,Consola,8.2,Regular,Aveces,Bueno,1.03,,Normal,Rara vez,NO,NO,NO,NO,NO,0.8,8.4,1,12.7,22.02,8,Bajo
GD1000,29,Masculino,3.5,RPG,Cyberpunk 2077,Multi-plataforma,7.4,Buena,Aveces,Por debajo del promedio,,6,Normal,Diariamente,NO,NO,NO,NO,NO,0,9.3,2,10.9,25.2,19,Bajo
GD0063,16,Otro,12.4,MOBA,Mobile Legends,PC,4.7,Insomnio,Frecuentemente,Por debajo del promedio,2,,Irritable,Diariamente,SI,NO,NO,SI,SI,0.2,4.3,7,0.6,359.05,6,Alto
GD0079,19,Otro,8.3,MOBA,League of Legends,PC,5.5,Mala,Siempre,Promedio,1.17,8,Irritable,Nunca,SI,NO,NO,NO,NO,3,4,7,3.9,82.29,6,Moderado
GD0119,16,Otro,0.9,MMO,World of Warcraft,Móvil,8,Regular,Aveces,Bueno,1.75,,Retraído,A veces,NO,NO,NO,NO,NO,0.4,10.8,1,15.2,35.37,1,Bajo
GD0146,17,Otro,3.2,MOBA,League of Legends,Móvil,7.2,Regular,Nunca,Promedio,2.58,,Normal,Frecuentemente,NO,NO,NO,NO,NO,1.5,7.6,1,9.2,39.13,2,Bajo
GD0159,25,Otro,4.7,RPG,Cyberpunk 2077,Multi-plataforma,7,Buena,Nunca,Promedio,,1,Irritable,Nunca,NO,NO,NO,SI,NO,0.6,7.4,4,9.1,110.14,9,Bajo
GD0210,24,Otro,12.9,Juegos móviles,Clash of Clans,Consola,5.5,Regular,Rara vez,Reprobando,,10,Irritable,Diariamente,SI,NO,NO,SI,NO,2.6,4.9,7,1.4,189.43,5,Alto
GD0219,17,Otro,7.1,Juegos móviles,PUBG Mobile,Móvil,5.4,Regular,Aveces,Deficiente,2.41,,Ansioso,Rara vez,NO,NO,NO,SI,SI,1.3,4.8,3,5.3,104.49,5,Bajo
GD0423,21,Otro,5.2,MMO,World of Warcraft,Móvil,6.9,Regular,Siempre,Por debajo del promedio,1.46,6,Inquieto,Nunca,NO,NO,NO,SI,NO,0.3,7,3,8.7,144.76,2,Bajo
GD0565,23,Otro,4.6,MMO,World of Warcraft,Móvil,6.3,Regular,Frecuentemente,Por debajo del promedio,,6,Normal,Nunca,NO,NO,NO,NO,NO,0.8,6.8,4,10.9,134.52,11,Bajo
GD0694,22,Otro,4.4,Battle Royale,Warzone,Consola,6.6,Mala,Frecuentemente,Por debajo del promedio,1.66,9,Enojado,Diariamente,NO,NO,NO,NO,NO,0.1,6.4,2,10.2,17.3,4,Bajo
GD0698,16,Otro,4.7,MMO,World of Warcraft,Consola,6.2,Regular,Nunca,Excelente,3.71,,Enojado,Diariamente,NO,NO,NO,NO,NO,0.1,9.2,2,7.1,24.44,1,Bajo
GD0776,21,Otro,7.9,Strategy,StarCraft II,PC,5.1,Mala,Rara vez,Deficiente,1.63,6,Ansioso,A veces,NO,SI,NO,NO,NO,1.6,5.8,4,6.3,70.68,9,Moderado
GD0803,17,Otro,5.6,RPG,Skyrim,Multi-plataforma,6.3,Muy Mala,Frecuentemente,Excelente,1.82,,Deprimido,Frecuentemente,NO,SI,NO,SI,NO,2.5,7.3,3,9.9,148.83,5,Moderado
GD0840,27,Otro,8.8,FPS,Call of Duty,Consola,3.4,Muy Mala,Rara vez,Promedio,,10,Irritable,Diariamente,SI,SI,SI,NO,SI,0.5,6,6,5.2,66.85,7,Severo
GD0854,21,Otro,5.2,RPG,Cyberpunk 2077,Multi-plataforma,5.9,Mala,Rara vez,Promedio,3.62,6,Ansioso,Diariamente,NO,NO,NO,SI,NO,1.3,6.8,3,8.5,27.48,3,Bajo
GD0856,26,Otro,9.1,MOBA,Dota 2,Móvil,5.7,Mala,Nunca,Por debajo del promedio,,9,Deprimido,Nunca,NO,NO,NO,SI,NO,0.9,6.7,6,3.2,413.14,9,Moderado
GD0890,20,Otro,7.4,Strategy,Civilization VI,Consola,5.6,Insomnio,Nunca,Por debajo del promedio,2.55,1,Enojado,A veces,SI,SI,NO,SI,SI,1.1,6.8,4,5.2,101.34,9,Alto
GD0897,22,Otro,5.8,MOBA,Mobile Legends,Consola,6.5,Regular,Nunca,Bueno,1.13,9,Retraído,A veces,NO,SI,NO,SI,NO,1.2,7.7,4,9.7,114.03,3,Moderado
GD0911,20,Otro,3.9,RPG,Elden Ring,Multi-plataforma,6.8,Mala,Aveces,Promedio,3.63,1,Irritable,Rara vez,NO,NO,NO,NO,NO,0.9,6.5,2,11.6,45.92,8,Bajo
